ObjectId,lat,long,offence,location,year,month,date,dayofweek,MCI,Arrest
1,43.73401277,-79.59033164,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/02 05:00:00+00,Sunday    ,Assault,1
2,43.73183406,-79.60070124,Robbery - Mugging,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2013,December,2013/12/24 05:00:00+00,Tuesday   ,Robbery,1
3,43.68642313,-79.60079352,Assault,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2013,January,2013/01/05 05:00:00+00,Saturday  ,Assault,1
4,43.74364194,-79.60387564,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2013,December,2013/12/31 05:00:00+00,Tuesday   ,Break and Enter,1
5,43.69710833,-79.58644259,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/03 05:00:00+00,Friday    ,Break and Enter,1
6,43.67834241,-79.58493113,Theft Over,"Construction Site (Warehouse, Trailer, Shed)",2014,January,2014/01/08 05:00:00+00,Wednesday ,Theft Over,1
7,43.72298969,-79.62004286,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/08 05:00:00+00,Wednesday ,Break and Enter,0
8,43.67834241,-79.58493113,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/06 05:00:00+00,Monday    ,Theft Over,1
9,43.70262513,-79.58836162,Theft Over,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",2013,December,2013/12/26 05:00:00+00,Thursday  ,Theft Over,0
10,43.72813808,-79.62443421,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/10 05:00:00+00,Friday    ,Break and Enter,1
11,43.73236392,-79.61821394,Assault,Retirement Home,2014,January,2014/01/12 05:00:00+00,Sunday    ,Assault,0
12,43.75568941,-79.60226737,Assault,"Apartment (Rooming House, Condo)",2014,January,2014/01/12 05:00:00+00,Sunday    ,Assault,1
13,43.75568941,-79.60226737,Assault,"Apartment (Rooming House, Condo)",2014,January,2014/01/12 05:00:00+00,Sunday    ,Assault,0
14,43.72375357,-79.61688986,Discharge Firearm With Intent,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,January,2014/01/12 05:00:00+00,Sunday    ,Assault,0
15,43.73377335,-79.59350023,Assault,"Apartment (Rooming House, Condo)",2014,January,2014/01/13 05:00:00+00,Monday    ,Assault,1
16,43.69335204,-79.5884813,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/13 05:00:00+00,Monday    ,Assault,0
17,43.69335204,-79.5884813,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/13 05:00:00+00,Monday    ,Assault,1
18,43.72100602,-79.61897852,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/14 05:00:00+00,Tuesday   ,Break and Enter,0
19,43.72890858,-79.62088968,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/14 05:00:00+00,Tuesday   ,Break and Enter,1
20,43.75592104,-79.6043747,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/15 05:00:00+00,Wednesday ,Break and Enter,0
21,43.68951723,-79.58726582,Assault Bodily Harm,"Parking Lots (Apt., Commercial Or Non-Commercial)",2013,January,2013/01/15 05:00:00+00,Tuesday   ,Assault,1
22,43.7317741,-79.59102348,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/16 05:00:00+00,Thursday  ,Break and Enter,0
23,43.72892868,-79.60569089,Robbery With Weapon,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,January,2014/01/17 05:00:00+00,Friday    ,Robbery,0
24,43.73401277,-79.59033164,Assault With Weapon,"Apartment (Rooming House, Condo)",2014,January,2014/01/18 05:00:00+00,Saturday  ,Assault,1
25,43.69159331,-79.57079919,Robbery - Mugging,Ttc Bus Stop / Shelter / Loop,2014,January,2014/01/19 05:00:00+00,Sunday    ,Robbery,0
26,43.71653266,-79.59257596,Robbery - Other,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/21 05:00:00+00,Tuesday   ,Robbery,1
27,43.74591258,-79.62194106,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/17 05:00:00+00,Friday    ,Break and Enter,0
28,43.73090179,-79.62421973,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/21 05:00:00+00,Tuesday   ,Break and Enter,1
29,43.73319325,-79.61945923,Aggravated Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/22 05:00:00+00,Wednesday ,Assault,0
30,43.72091378,-79.61676877,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/24 05:00:00+00,Friday    ,Assault,1
31,43.69021298,-79.57702746,Theft From Motor Vehicle Over,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,January,2014/01/25 05:00:00+00,Saturday  ,Theft Over,0
32,43.70194945,-79.57559385,Theft From Motor Vehicle Over,Unknown,2014,January,2014/01/27 05:00:00+00,Monday    ,Theft Over,1
33,43.71866874,-79.58795752,Assault With Weapon,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,January,2014/01/30 05:00:00+00,Thursday  ,Assault,0
34,43.72101639,-79.57392638,Robbery - Other,Schools During Supervised Activity,2014,January,2014/01/30 05:00:00+00,Thursday  ,Robbery,1
35,43.72101639,-79.57392638,Robbery - Other,Schools During Supervised Activity,2014,January,2014/01/30 05:00:00+00,Thursday  ,Robbery,0
36,43.70107981,-79.59513798,Assault Peace Officer,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",2014,January,2014/01/31 05:00:00+00,Friday    ,Assault,1
37,43.70602991,-79.60417825,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/02 05:00:00+00,Sunday    ,Assault,0
38,43.70602991,-79.60417825,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/02 05:00:00+00,Sunday    ,Assault,1
39,43.70602991,-79.60417825,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/02 05:00:00+00,Sunday    ,Assault,0
40,43.72365593,-79.61990455,Robbery - Mugging,"Open Areas (Lakes, Parks, Rivers)",2014,February,2014/02/04 05:00:00+00,Tuesday   ,Robbery,1
41,43.71844401,-79.60169835,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,January,2014/01/15 05:00:00+00,Wednesday ,Theft Over,1
42,43.71911827,-79.58251422,Assault,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,February,2014/02/05 05:00:00+00,Wednesday ,Assault,1
43,43.7281411,-79.57462099,Assault - Force/Thrt/Impede,Ttc Bus,2014,February,2014/02/06 05:00:00+00,Thursday  ,Assault,0
44,43.74364194,-79.60387564,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/06 05:00:00+00,Thursday  ,Break and Enter,1
45,43.73862066,-79.60753707,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/10 05:00:00+00,Monday    ,Break and Enter,1
46,43.74406571,-79.59649182,B&E,"Apartment (Rooming House, Condo)",2014,February,2014/02/12 05:00:00+00,Wednesday ,Break and Enter,0
47,43.68482069,-79.58378351,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/13 05:00:00+00,Thursday  ,Theft Over,1
48,43.74743872,-79.63489625,Theft From Motor Vehicle Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/14 05:00:00+00,Friday    ,Theft Over,0
49,43.71844401,-79.60169835,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/18 05:00:00+00,Tuesday   ,Theft Over,1
50,43.70107981,-79.59513798,Assault,Jails / Detention Centres,2014,February,2014/02/18 05:00:00+00,Tuesday   ,Assault,0
51,43.74591258,-79.62194106,B&E W'Intent,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/17 05:00:00+00,Monday    ,Break and Enter,1
52,43.69019534,-79.57015643,Theft From Motor Vehicle Over,Bar / Restaurant,2014,February,2014/02/19 05:00:00+00,Wednesday ,Theft Over,0
53,43.68675813,-79.59552737,Robbery - Mugging,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,February,2014/02/19 05:00:00+00,Wednesday ,Robbery,1
54,43.70194945,-79.57559385,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/01 05:00:00+00,Saturday  ,Assault,0
55,43.70194945,-79.57559385,B&E,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",2014,February,2014/02/25 05:00:00+00,Tuesday   ,Break and Enter,1
56,43.70194945,-79.57559385,Theft Over,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",2014,February,2014/02/25 05:00:00+00,Tuesday   ,Theft Over,0
57,43.73377335,-79.59350023,Assault,"Apartment (Rooming House, Condo)",2014,February,2014/02/26 05:00:00+00,Wednesday ,Assault,0
58,43.73048928,-79.59260914,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,February,2014/02/26 05:00:00+00,Wednesday ,Break and Enter,1
59,43.72885837,-79.62480651,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,February,2014/02/26 05:00:00+00,Wednesday ,Break and Enter,0
60,43.75125233,-79.63465085,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,February,2014/02/27 05:00:00+00,Thursday  ,Break and Enter,0
61,43.74406571,-79.59649182,Assault With Weapon,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/01 05:00:00+00,Saturday  ,Assault,0
62,43.74406571,-79.59649182,Unlawfully In Dwelling-House,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/01 05:00:00+00,Saturday  ,Break and Enter,0
63,43.71384637,-79.58107841,Assault With Weapon,"Construction Site (Warehouse, Trailer, Shed)",2014,March,2014/03/05 05:00:00+00,Wednesday ,Assault,0
64,43.74515904,-79.59690554,Theft Over,"Construction Site (Warehouse, Trailer, Shed)",2014,February,2014/02/27 05:00:00+00,Thursday  ,Theft Over,1
65,43.69718701,-79.5705,Theft From Motor Vehicle Over,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,February,2014/02/27 05:00:00+00,Thursday  ,Theft Over,1
66,43.74364194,-79.60387564,Robbery With Weapon,Bar / Restaurant,2014,March,2014/03/06 05:00:00+00,Thursday  ,Robbery,1
67,43.74364194,-79.60387564,Robbery With Weapon,Bar / Restaurant,2014,March,2014/03/06 05:00:00+00,Thursday  ,Robbery,1
68,43.74364194,-79.60387564,Robbery With Weapon,Bar / Restaurant,2014,March,2014/03/06 05:00:00+00,Thursday  ,Robbery,0
69,43.69021298,-79.57702746,Theft From Motor Vehicle Over,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,February,2014/02/21 05:00:00+00,Friday    ,Theft Over,0
70,43.71844401,-79.60169835,Assault - Resist/ Prevent Seiz,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/07 05:00:00+00,Friday    ,Assault,0
71,43.71844401,-79.60169835,Assault - Resist/ Prevent Seiz,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/07 05:00:00+00,Friday    ,Assault,1
72,43.71844401,-79.60169835,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/08 05:00:00+00,Saturday  ,Assault,1
73,43.73784283,-79.61073391,Assault With Weapon,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,March,2014/03/08 05:00:00+00,Saturday  ,Assault,1
74,43.73784283,-79.61073391,Assault With Weapon,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,March,2014/03/08 05:00:00+00,Saturday  ,Assault,1
75,43.73784283,-79.61073391,Assault With Weapon,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,March,2014/03/08 05:00:00+00,Saturday  ,Assault,0
76,43.72728768,-79.57729015,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/09 05:00:00+00,Sunday    ,Assault,0
77,43.74364194,-79.60387564,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/10 04:00:00+00,Monday    ,Break and Enter,1
78,43.74364194,-79.60387564,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/10 04:00:00+00,Monday    ,Break and Enter,0
79,43.73812595,-79.61830444,Theft Over,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",2014,March,2014/03/02 05:00:00+00,Sunday    ,Theft Over,1
80,43.70107981,-79.59513798,Assault,Jails / Detention Centres,2014,March,2014/03/11 04:00:00+00,Tuesday   ,Assault,1
81,43.73052116,-79.57580279,Assault,"Apartment (Rooming House, Condo)",2014,March,2014/03/12 04:00:00+00,Wednesday ,Assault,1
82,43.72885837,-79.62480651,Assault Bodily Harm,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/14 04:00:00+00,Friday    ,Assault,0
83,43.73463396,-79.60096203,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/16 04:00:00+00,Sunday    ,Break and Enter,1
84,43.72892868,-79.60569089,Assault Peace Officer,Schools During Supervised Activity,2014,March,2014/03/17 04:00:00+00,Monday    ,Assault,1
85,43.73091013,-79.59941174,Theft From Mail / Bag / Key,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",2014,March,2014/03/14 04:00:00+00,Friday    ,Theft Over,0
86,43.74406571,-79.59649182,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/18 04:00:00+00,Tuesday   ,Break and Enter,1
87,43.7253207,-79.58847692,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/19 04:00:00+00,Wednesday ,Assault,1
88,43.71876096,-79.57288136,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/19 04:00:00+00,Wednesday ,Assault,1
89,43.70614835,-79.56404333,Assault,Go Train,2014,March,2014/03/20 04:00:00+00,Thursday  ,Assault,0
90,43.73217787,-79.61330673,B&E,"Apartment (Rooming House, Condo)",2014,March,2014/03/19 04:00:00+00,Wednesday ,Break and Enter,1
91,43.73784283,-79.61073391,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/13 04:00:00+00,Thursday  ,Assault,1
92,43.73413317,-79.6007377,Pointing A Firearm,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,March,2014/03/20 04:00:00+00,Thursday  ,Assault,1
93,43.73168881,-79.61177392,Assault Peace Officer,"Private Property Structure (Pool, Shed, Detached Garage)",2014,March,2014/03/21 04:00:00+00,Friday    ,Assault,0
94,43.73168881,-79.61177392,Assault Peace Officer,"Private Property Structure (Pool, Shed, Detached Garage)",2014,March,2014/03/21 04:00:00+00,Friday    ,Assault,1
95,43.71970594,-79.61838992,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,March,2014/03/21 04:00:00+00,Friday    ,Break and Enter,1
96,43.71997583,-79.58054828,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,February,2014/02/08 05:00:00+00,Saturday  ,Break and Enter,0
97,43.74364194,-79.60387564,B&E W'Intent,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/24 04:00:00+00,Monday    ,Break and Enter,1
98,43.72040494,-79.61255501,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,March,2014/03/24 04:00:00+00,Monday    ,Break and Enter,0
99,43.72040494,-79.61255501,B&E,"Apartment (Rooming House, Condo)",2014,March,2014/03/24 04:00:00+00,Monday    ,Break and Enter,1
100,43.71384637,-79.58107841,B&E,Bar / Restaurant,2014,March,2014/03/24 04:00:00+00,Monday    ,Break and Enter,1
101,43.73504019,-79.61783783,Assault,"Gas Station (Self, Full, Attached Convenience)",2014,August,2014/08/16 04:00:00+00,Saturday  ,Assault,1
102,43.70602991,-79.60417825,Assault With Weapon,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/03 04:00:00+00,Wednesday ,Assault,0
103,43.74687755,-79.62198544,Assault,Ttc Bus,2014,September,2014/09/04 04:00:00+00,Thursday  ,Assault,1
104,43.72892868,-79.60569089,Assault,Schools During Supervised Activity,2014,September,2014/09/03 04:00:00+00,Wednesday ,Assault,1
105,43.75300241,-79.62508866,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/05 04:00:00+00,Friday    ,Break and Enter,1
106,43.72787024,-79.59451745,Assault,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",2014,August,2014/08/11 04:00:00+00,Monday    ,Assault,0
107,43.74364194,-79.60387564,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/06 04:00:00+00,Saturday  ,Assault,1
108,43.70001273,-79.56295109,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/09 04:00:00+00,Tuesday   ,Break and Enter,0
109,43.73166845,-79.57635547,B&E,"Construction Site (Warehouse, Trailer, Shed)",2014,September,2014/09/09 04:00:00+00,Tuesday   ,Break and Enter,1
110,43.71876169,-79.60459769,Assault,"Apartment (Rooming House, Condo)",2014,September,2014/09/08 04:00:00+00,Monday    ,Assault,1
111,43.70194945,-79.57559385,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,May,2014/05/22 04:00:00+00,Thursday  ,Theft Over,1
112,43.74389954,-79.61469087,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,August,2014/08/01 04:00:00+00,Friday    ,Theft Over,0
113,43.73184462,-79.60405697,Robbery - Other,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,September,2014/09/12 04:00:00+00,Friday    ,Robbery,1
114,43.75303822,-79.61948978,B&E W'Intent,Cargo Train,2014,September,2014/09/12 04:00:00+00,Friday    ,Break and Enter,1
115,43.68675813,-79.59552737,Crim Negligence Bodily Harm,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,September,2014/09/14 04:00:00+00,Sunday    ,Assault,0
116,43.7501869,-79.60016615,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,September,2014/09/16 04:00:00+00,Tuesday   ,Assault,0
117,43.7501869,-79.60016615,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,September,2014/09/16 04:00:00+00,Tuesday   ,Assault,1
118,43.74650889,-79.60851736,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/02 04:00:00+00,Tuesday   ,Theft Over,1
119,43.71384637,-79.58107841,Assault Peace Officer,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,September,2014/09/19 04:00:00+00,Friday    ,Assault,0
120,43.72396506,-79.57338673,Assault,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,September,2014/09/20 04:00:00+00,Saturday  ,Assault,1
121,43.73302242,-79.61863958,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,September,2014/09/20 04:00:00+00,Saturday  ,Assault,0
122,43.72072756,-79.6184156,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,September,2014/09/23 04:00:00+00,Tuesday   ,Break and Enter,1
123,43.70107981,-79.59513798,Assault,Jails / Detention Centres,2014,September,2014/09/23 04:00:00+00,Tuesday   ,Assault,0
124,43.72388969,-79.61580992,Discharge Firearm - Recklessly,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,September,2014/09/24 04:00:00+00,Wednesday ,Assault,1
125,43.70107981,-79.59513798,Assault,Jails / Detention Centres,2014,September,2014/09/05 04:00:00+00,Friday    ,Assault,0
126,43.73471415,-79.59786189,Robbery With Weapon,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,September,2014/09/26 04:00:00+00,Friday    ,Robbery,1
127,43.71170516,-79.56666332,Robbery - Atm,"Bank And Other Financial Institutions (Money Mart, Tsx)",2014,September,2014/09/26 04:00:00+00,Friday    ,Robbery,1
128,43.75386284,-79.60092439,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,September,2014/09/27 04:00:00+00,Saturday  ,Assault,0
129,43.7281411,-79.57462099,Robbery - Taxi,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/01 04:00:00+00,Wednesday ,Robbery,1
130,43.70395072,-79.56680825,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,October,2014/10/03 04:00:00+00,Friday    ,Break and Enter,0
131,43.68675813,-79.59552737,Assault Bodily Harm,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2014,October,2014/10/05 04:00:00+00,Sunday    ,Assault,0
132,43.69019534,-79.57015643,Assault Bodily Harm,"Private Property Structure (Pool, Shed, Detached Garage)",2014,October,2014/10/05 04:00:00+00,Sunday    ,Assault,0
133,43.71384637,-79.58107841,B&E,Bar / Restaurant,2014,October,2014/10/06 04:00:00+00,Monday    ,Break and Enter,1
134,43.70754727,-79.57820583,B&E,"Construction Site (Warehouse, Trailer, Shed)",2014,October,2014/10/04 04:00:00+00,Saturday  ,Break and Enter,0
135,43.75303822,-79.61948978,Assault,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2014,October,2014/10/07 04:00:00+00,Tuesday   ,Assault,1
136,43.73219045,-79.61423505,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/07 04:00:00+00,Tuesday   ,Break and Enter,0
137,43.72680578,-79.62212414,B&E,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/07 04:00:00+00,Tuesday   ,Break and Enter,0
138,43.75175191,-79.60440981,B&E W'Intent,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/07 04:00:00+00,Tuesday   ,Break and Enter,1
139,43.70395072,-79.56680825,Theft Over,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,August,2014/08/22 04:00:00+00,Friday    ,Theft Over,0
140,43.73114505,-79.62552945,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/08 04:00:00+00,Wednesday ,Assault,0
141,43.73091013,-79.59941174,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/09 04:00:00+00,Thursday  ,Assault,1
142,43.71476277,-79.58519926,Assault With Weapon,Bar / Restaurant,2014,October,2014/10/11 04:00:00+00,Saturday  ,Assault,0
143,43.71476277,-79.58519926,Assault With Weapon,Bar / Restaurant,2014,October,2014/10/11 04:00:00+00,Saturday  ,Assault,0
144,43.70602991,-79.60417825,Robbery - Other,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,October,2014/10/11 04:00:00+00,Saturday  ,Robbery,1
145,43.70092446,-79.56153504,Theft From Motor Vehicle Over,"Construction Site (Warehouse, Trailer, Shed)",2014,October,2014/10/10 04:00:00+00,Friday    ,Theft Over,0
146,43.7242563,-79.62073789,Robbery - Other,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/15 04:00:00+00,Wednesday ,Robbery,1
147,43.7242563,-79.62073789,Robbery - Other,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/15 04:00:00+00,Wednesday ,Robbery,0
148,43.73355463,-79.6181825,Robbery With Weapon,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/15 04:00:00+00,Wednesday ,Robbery,0
149,43.75230198,-79.59926221,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,October,2014/10/15 04:00:00+00,Wednesday ,Break and Enter,1
150,43.73217787,-79.61330673,Robbery With Weapon,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,0
151,43.73217787,-79.61330673,Robbery - Swarming,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,1
152,43.73217787,-79.61330673,Robbery - Swarming,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,0
153,43.68081517,-79.59281296,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,October,2014/10/17 04:00:00+00,Friday    ,Break and Enter,1
154,43.72388969,-79.61580992,Assault,"Apartment (Rooming House, Condo)",2014,October,2014/10/17 04:00:00+00,Friday    ,Assault,0
155,43.75125233,-79.63465085,B&E,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,October,2014/10/17 04:00:00+00,Friday    ,Break and Enter,1
156,43.7158411,-79.5897447,Assault,Jails / Detention Centres,2014,October,2014/10/17 04:00:00+00,Friday    ,Assault,0
157,43.73011661,-79.58851877,Robbery With Weapon,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,1
158,43.73011661,-79.58851877,Robbery - Mugging,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,0
159,43.73011661,-79.58851877,Robbery - Mugging,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,1
160,43.73677452,-79.59166379,Robbery With Weapon,Ttc Bus Stop / Shelter / Loop,2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,1
161,43.73677452,-79.59166379,Robbery - Other,Ttc Bus Stop / Shelter / Loop,2014,October,2014/10/17 04:00:00+00,Friday    ,Robbery,0
162,43.72787024,-79.59451745,Assault,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",2014,October,2014/10/14 04:00:00+00,Tuesday   ,Assault,1
163,43.72865076,-79.57604161,Assault,"Apartment (Rooming House, Condo)",2014,October,2014/10/19 04:00:00+00,Sunday    ,Assault,0
164,43.70602991,-79.60417825,B&E W'Intent,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",2014,October,2014/10/17 04:00:00+00,Friday    ,Break and Enter,1
165,43.72334059,-79.59184324,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/19 04:00:00+00,Sunday    ,Assault,0
166,43.71384637,-79.58107841,Assault Peace Officer,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,October,2014/10/20 04:00:00+00,Monday    ,Assault,1
167,43.69021298,-79.57702746,Assault Bodily Harm,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2014,October,2014/10/20 04:00:00+00,Monday    ,Assault,0
168,43.74180539,-79.59964006,Assault,"Apartment (Rooming House, Condo)",2013,August,2013/08/01 04:00:00+00,Thursday  ,Assault,1
169,43.70263577,-79.58908062,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,October,2014/10/15 04:00:00+00,Wednesday ,Assault,0
170,43.72998269,-79.60357621,Assault,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,October,2014/10/23 04:00:00+00,Thursday  ,Assault,1
