ObjectId,lat,long,offence,location,year,month,date,dayofweek,MCI,Arrest
4297,43.72388969,-79.61580992,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2013,January,2013/01/27 05:00:00+00,Sunday    ,Auto Theft,0
4298,43.68081517,-79.59281296,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2013,November,2013/11/23 05:00:00+00,Saturday  ,Auto Theft,1
4299,43.74364194,-79.60387564,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,January,2014/01/11 05:00:00+00,Saturday  ,Auto Theft,0
4300,43.71176933,-79.59097544,Theft Of Motor Vehicle,Bar / Restaurant,2014,January,2014/01/18 05:00:00+00,Saturday  ,Auto Theft,1
4301,43.71666178,-79.57844525,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2013,December,2013/12/17 05:00:00+00,Tuesday   ,Auto Theft,0
4302,43.71668853,-79.58236017,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,May,2015/05/10 04:00:00+00,Sunday    ,Auto Theft,1
4303,43.71844401,-79.60169835,Assault,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2021,August,2021/08/16 04:00:00+00,Monday    ,Assault,0
4304,43.68951723,-79.58726582,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/06 04:00:00+00,Tuesday   ,Auto Theft,1
4305,43.71653266,-79.59257596,Theft Of Motor Vehicle,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2015,May,2015/05/13 04:00:00+00,Wednesday ,Auto Theft,0
4306,43.69710833,-79.58644259,Theft From Motor Vehicle Over,"Parking Lots (Apt., Commercial Or Non-Commercial)",2021,February,2021/02/14 05:00:00+00,Sunday    ,Theft Over,1
4307,43.71176933,-79.59097544,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,May,2015/05/17 04:00:00+00,Sunday    ,Auto Theft,0
4308,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,May,2015/05/19 04:00:00+00,Tuesday   ,Auto Theft,1
4309,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,May,2015/05/19 04:00:00+00,Tuesday   ,Auto Theft,0
4310,43.69812417,-79.58611778,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,May,2015/05/20 04:00:00+00,Wednesday ,Auto Theft,1
4311,43.71154887,-79.57133239,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,May,2015/05/22 04:00:00+00,Friday    ,Auto Theft,0
4312,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,May,2015/05/15 04:00:00+00,Friday    ,Auto Theft,1
4313,43.69021298,-79.57702746,Theft Of Motor Vehicle,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2015,May,2015/05/18 04:00:00+00,Monday    ,Auto Theft,0
4314,43.73784283,-79.61073391,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/02 04:00:00+00,Tuesday   ,Auto Theft,0
4315,43.68794902,-79.58678411,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/02 04:00:00+00,Tuesday   ,Auto Theft,1
4316,43.70614835,-79.56404333,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/04 04:00:00+00,Thursday  ,Auto Theft,0
4317,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/05 04:00:00+00,Friday    ,Auto Theft,1
4318,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/07 04:00:00+00,Sunday    ,Auto Theft,0
4319,43.75415381,-79.60195038,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,June,2015/06/08 04:00:00+00,Monday    ,Auto Theft,1
4320,43.73504019,-79.61783783,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/10 04:00:00+00,Wednesday ,Auto Theft,0
4321,43.73401277,-79.59033164,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/11 04:00:00+00,Thursday  ,Auto Theft,1
4322,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/16 04:00:00+00,Tuesday   ,Auto Theft,1
4323,43.72126141,-79.61570712,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,June,2015/06/12 04:00:00+00,Friday    ,Auto Theft,0
4324,43.73121743,-79.58976434,Assault Bodily Harm,"Single Home, House (Attach Garage, Cottage, Mobile)",2021,May,2021/05/31 04:00:00+00,Monday    ,Assault,1
4325,43.74364194,-79.60387564,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/19 04:00:00+00,Friday    ,Auto Theft,0
4326,43.74364194,-79.60387564,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,June,2015/06/19 04:00:00+00,Friday    ,Auto Theft,1
4327,43.73058379,-79.60476544,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,June,2015/06/21 04:00:00+00,Sunday    ,Auto Theft,0
4328,43.70906126,-79.58721817,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/22 04:00:00+00,Monday    ,Auto Theft,1
4329,43.70915397,-79.56547625,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/23 04:00:00+00,Tuesday   ,Auto Theft,0
4330,43.68794902,-79.58678411,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/26 04:00:00+00,Friday    ,Auto Theft,1
4331,43.7492806,-79.63520172,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/26 04:00:00+00,Friday    ,Auto Theft,0
4332,43.68794902,-79.58678411,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/19 04:00:00+00,Friday    ,Auto Theft,1
4333,43.74208627,-79.62603287,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,July,2015/07/07 04:00:00+00,Tuesday   ,Auto Theft,0
4334,43.72040494,-79.61255501,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/08 04:00:00+00,Wednesday ,Auto Theft,1
4335,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/10 04:00:00+00,Friday    ,Auto Theft,0
4336,43.69021298,-79.57702746,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/05 04:00:00+00,Sunday    ,Auto Theft,1
4337,43.71666178,-79.57844525,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/16 04:00:00+00,Thursday  ,Auto Theft,1
4338,43.71231433,-79.58862606,Theft Of Motor Vehicle,"Streets, Roads, Highways (Bicycle Path, Private Road)",2015,July,2015/07/17 04:00:00+00,Friday    ,Auto Theft,0
4339,43.73200392,-79.59987603,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/24 04:00:00+00,Friday    ,Auto Theft,1
4340,43.70816,-79.55572478,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/26 04:00:00+00,Sunday    ,Auto Theft,0
4341,43.69021298,-79.57702746,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/27 04:00:00+00,Monday    ,Auto Theft,0
4342,43.68951723,-79.58726582,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,July,2015/07/27 04:00:00+00,Monday    ,Auto Theft,0
4343,43.69021298,-79.57702746,Theft Of Motor Vehicle,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2015,August,2015/08/01 04:00:00+00,Saturday  ,Auto Theft,0
4344,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/02 04:00:00+00,Sunday    ,Auto Theft,1
4345,43.73212114,-79.61149814,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,August,2015/08/04 04:00:00+00,Tuesday   ,Auto Theft,0
4346,43.75303822,-79.61948978,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,August,2015/08/09 04:00:00+00,Sunday    ,Auto Theft,0
4347,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/09 04:00:00+00,Sunday    ,Auto Theft,1
4348,43.74335617,-79.62064281,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/07 04:00:00+00,Friday    ,Auto Theft,1
4349,43.70396093,-79.58263467,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,August,2015/08/09 04:00:00+00,Sunday    ,Auto Theft,0
4350,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/12 04:00:00+00,Wednesday ,Auto Theft,1
4351,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/12 04:00:00+00,Wednesday ,Auto Theft,0
4352,43.70906126,-79.58721817,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/14 04:00:00+00,Friday    ,Auto Theft,1
4353,43.72688369,-79.62279241,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,August,2015/08/16 04:00:00+00,Sunday    ,Auto Theft,0
4354,43.68676433,-79.60147228,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/12 04:00:00+00,Wednesday ,Auto Theft,1
4355,43.74591258,-79.62194106,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,August,2015/08/16 04:00:00+00,Sunday    ,Auto Theft,1
4356,43.68081517,-79.59281296,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,August,2015/08/16 04:00:00+00,Sunday    ,Auto Theft,1
4357,43.70614835,-79.56404333,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/18 04:00:00+00,Tuesday   ,Auto Theft,1
4358,43.68951723,-79.58726582,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/08 04:00:00+00,Saturday  ,Auto Theft,1
4359,43.68951723,-79.58726582,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/08 04:00:00+00,Saturday  ,Auto Theft,1
4360,43.74364194,-79.60387564,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/22 04:00:00+00,Saturday  ,Auto Theft,1
4361,43.68951723,-79.58726582,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/22 04:00:00+00,Saturday  ,Auto Theft,0
4362,43.75303822,-79.61948978,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,August,2015/08/24 04:00:00+00,Monday    ,Auto Theft,0
4363,43.74428237,-79.60751813,Theft Of Motor Vehicle,"Gas Station (Self, Full, Attached Convenience)",2015,August,2015/08/18 04:00:00+00,Tuesday   ,Auto Theft,0
4364,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/28 04:00:00+00,Friday    ,Auto Theft,0
4365,43.72386271,-79.62030552,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,September,2015/09/04 04:00:00+00,Friday    ,Auto Theft,1
4366,43.68804385,-79.57606486,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/07 04:00:00+00,Monday    ,Auto Theft,0
4367,43.72388969,-79.61580992,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/09 04:00:00+00,Wednesday ,Auto Theft,1
4368,43.72745255,-79.62177592,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,September,2015/09/10 04:00:00+00,Thursday  ,Auto Theft,1
4369,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/26 04:00:00+00,Wednesday ,Auto Theft,1
4370,43.71384637,-79.58107841,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,August,2015/08/10 04:00:00+00,Monday    ,Auto Theft,0
4371,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Streets, Roads, Highways (Bicycle Path, Private Road)",2015,September,2015/09/09 04:00:00+00,Wednesday ,Auto Theft,1
4372,43.72324962,-79.61676322,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,September,2015/09/16 04:00:00+00,Wednesday ,Auto Theft,1
4373,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/16 04:00:00+00,Wednesday ,Auto Theft,0
4374,43.71702138,-79.57245189,Theft Of Motor Vehicle,"Private Property Structure (Pool, Shed, Detached Garage)",2015,September,2015/09/22 04:00:00+00,Tuesday   ,Auto Theft,1
4375,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,August,2015/08/08 04:00:00+00,Saturday  ,Auto Theft,0
4376,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/22 04:00:00+00,Tuesday   ,Auto Theft,0
4377,43.68951723,-79.58726582,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/23 04:00:00+00,Wednesday ,Auto Theft,0
4378,43.68257496,-79.58189334,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,April,2015/04/01 04:00:00+00,Wednesday ,Auto Theft,1
4379,43.72264783,-79.58311844,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,September,2015/09/08 04:00:00+00,Tuesday   ,Auto Theft,1
4380,43.73862066,-79.60753707,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,January,2015/01/26 05:00:00+00,Monday    ,Auto Theft,1
4381,43.71415282,-79.56784186,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/17 04:00:00+00,Thursday  ,Auto Theft,0
4382,43.71415282,-79.56784186,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/17 04:00:00+00,Thursday  ,Auto Theft,1
4383,43.71415282,-79.56784186,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/17 04:00:00+00,Thursday  ,Auto Theft,1
4384,43.71415282,-79.56784186,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/17 04:00:00+00,Thursday  ,Auto Theft,0
4385,43.71415282,-79.56784186,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/17 04:00:00+00,Thursday  ,Auto Theft,1
4386,43.73504019,-79.61783783,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,June,2015/06/01 04:00:00+00,Monday    ,Auto Theft,0
4387,43.69021298,-79.57702746,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/25 04:00:00+00,Friday    ,Auto Theft,1
4388,43.74364194,-79.60387564,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/26 04:00:00+00,Saturday  ,Auto Theft,0
4389,43.71366018,-79.55492829,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/27 04:00:00+00,Sunday    ,Auto Theft,1
4390,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,September,2015/09/27 04:00:00+00,Sunday    ,Auto Theft,1
4391,43.73812595,-79.61830444,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,September,2015/09/28 04:00:00+00,Monday    ,Auto Theft,0
4392,43.74032998,-79.59672101,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,October,2015/10/05 04:00:00+00,Monday    ,Auto Theft,1
4393,43.73372347,-79.60667875,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,October,2015/10/05 04:00:00+00,Monday    ,Auto Theft,0
4394,43.70614835,-79.56404333,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/07 04:00:00+00,Wednesday ,Auto Theft,1
4395,43.70614835,-79.56404333,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/07 04:00:00+00,Wednesday ,Auto Theft,1
4396,43.73166845,-79.57635547,Theft Of Motor Vehicle,"Construction Site (Warehouse, Trailer, Shed)",2015,October,2015/10/08 04:00:00+00,Thursday  ,Auto Theft,0
4397,43.69379116,-79.57188023,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/09 04:00:00+00,Friday    ,Auto Theft,1
4398,43.72396506,-79.57338673,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2015,October,2015/10/10 04:00:00+00,Saturday  ,Auto Theft,0
4399,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/09 04:00:00+00,Friday    ,Auto Theft,1
4400,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/09 04:00:00+00,Friday    ,Auto Theft,0
4401,43.71668853,-79.58236017,Theft Of Motor Vehicle,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",2015,October,2015/10/14 04:00:00+00,Wednesday ,Auto Theft,1
4402,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/15 04:00:00+00,Thursday  ,Auto Theft,1
4403,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/17 04:00:00+00,Saturday  ,Auto Theft,1
4404,43.697844,-79.59314754,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2015,October,2015/10/18 04:00:00+00,Sunday    ,Auto Theft,0
4405,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2015,October,2015/10/19 04:00:00+00,Monday    ,Auto Theft,1
4406,43.68081517,-79.59281296,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/08 04:00:00+00,Friday    ,Auto Theft,1
4407,43.70614835,-79.56404333,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/19 04:00:00+00,Tuesday   ,Auto Theft,1
4408,43.69078816,-79.58727282,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/20 04:00:00+00,Wednesday ,Auto Theft,1
4409,43.71702138,-79.57245189,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,August,2014/08/20 04:00:00+00,Wednesday ,Auto Theft,1
4410,43.73409849,-79.60987366,Theft Of Motor Vehicle,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,August,2014/08/22 04:00:00+00,Friday    ,Auto Theft,1
4411,43.73964264,-79.60315769,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/22 04:00:00+00,Friday    ,Auto Theft,1
4412,43.68676433,-79.60147228,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/20 04:00:00+00,Wednesday ,Auto Theft,1
4413,43.68676433,-79.60147228,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,August,2014/08/30 04:00:00+00,Saturday  ,Auto Theft,0
4414,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/14 04:00:00+00,Thursday  ,Auto Theft,1
4415,43.70001273,-79.56295109,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/01 04:00:00+00,Monday    ,Auto Theft,0
4416,43.71940805,-79.57035905,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/29 04:00:00+00,Friday    ,Auto Theft,0
4417,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,August,2014/08/23 04:00:00+00,Saturday  ,Auto Theft,1
4418,43.73372347,-79.60667875,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,September,2014/09/03 04:00:00+00,Wednesday ,Auto Theft,1
4419,43.73270852,-79.59920139,Theft Of Motor Vehicle,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,September,2014/09/04 04:00:00+00,Thursday  ,Auto Theft,0
4420,43.69852853,-79.58014829,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/15 04:00:00+00,Thursday  ,Auto Theft,0
4421,43.71844401,-79.60169835,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,September,2014/09/09 04:00:00+00,Tuesday   ,Auto Theft,1
4422,43.69852853,-79.58014829,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,September,2014/09/10 04:00:00+00,Wednesday ,Auto Theft,1
4423,43.69852853,-79.58014829,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/15 04:00:00+00,Thursday  ,Auto Theft,0
4424,43.70602991,-79.60417825,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/17 04:00:00+00,Saturday  ,Auto Theft,1
4425,43.73090179,-79.62421973,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,May,2014/05/17 04:00:00+00,Saturday  ,Auto Theft,1
4426,43.71154887,-79.57133239,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/10 04:00:00+00,Saturday  ,Auto Theft,1
4427,43.71154887,-79.57133239,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/10 04:00:00+00,Saturday  ,Auto Theft,0
4428,43.74031273,-79.59830098,Theft Of Motor Vehicle,"Single Home, House (Attach Garage, Cottage, Mobile)",2014,May,2014/05/19 04:00:00+00,Monday    ,Auto Theft,0
4429,43.69021298,-79.57702746,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/14 04:00:00+00,Wednesday ,Auto Theft,1
4430,43.69379116,-79.57188023,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/20 04:00:00+00,Tuesday   ,Auto Theft,0
4431,43.69927247,-79.58696183,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/02 04:00:00+00,Friday    ,Auto Theft,1
4432,43.70754727,-79.57820583,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/24 04:00:00+00,Saturday  ,Auto Theft,1
4433,43.70754727,-79.57820583,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/23 04:00:00+00,Friday    ,Auto Theft,1
4434,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",2014,May,2014/05/21 04:00:00+00,Wednesday ,Auto Theft,1
4435,43.7336191,-79.6005249,Theft Of Motor Vehicle,"Streets, Roads, Highways (Bicycle Path, Private Road)",2014,May,2014/05/28 04:00:00+00,Wednesday ,Auto Theft,1
4436,43.72375357,-79.61688986,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/29 04:00:00+00,Thursday  ,Auto Theft,0
4437,43.70614835,-79.56404333,Theft Of Motor Vehicle,Go Station,2014,May,2014/05/30 04:00:00+00,Friday    ,Auto Theft,1
4438,43.67689492,-79.59102457,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/31 04:00:00+00,Saturday  ,Auto Theft,0
4439,43.68675813,-79.59552737,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/29 04:00:00+00,Thursday  ,Auto Theft,1
4440,43.70614835,-79.56404333,Theft Of Motor Vehicle,Go Station,2014,June,2014/06/04 04:00:00+00,Wednesday ,Auto Theft,1
4441,43.69927247,-79.58696183,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,May,2014/05/31 04:00:00+00,Saturday  ,Auto Theft,1
4442,43.68794902,-79.58678411,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,June,2014/06/06 04:00:00+00,Friday    ,Auto Theft,0
4443,43.74364194,-79.60387564,Theft Of Motor Vehicle,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",2014,June,2014/06/05 04:00:00+00,Thursday  ,Auto Theft,1
4444,43.69078816,-79.58727282,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,June,2014/06/07 04:00:00+00,Saturday  ,Auto Theft,1
4445,43.74295459,-79.60005506,Theft Of Motor Vehicle,"Parking Lots (Apt., Commercial Or Non-Commercial)",2014,June,2014/06/07 04:00:00+00,Saturday  ,Auto Theft,0
